ticket_id,customer_id,issue_type,priority,resolution,days_to_resolve,satisfaction_after
TKT-201611,CUST-10897,Feature Request,High,Resolved,1,4
TKT-201612,CUST-10897,Speed Problem,Low,Closed,10,1
TKT-201613,CUST-10897,Account Issue,Low,Resolved,14,1
TKT-201614,CUST-10899,Technical Problem,Low,Closed,10,9
TKT-201615,CUST-10899,Service Outage,Low,Resolved,12,4
TKT-201616,CUST-10899,Billing Issue,High,Pending,9,8
TKT-201617,CUST-10900,Technical Problem,Medium,Escalated,12,5
TKT-201618,CUST-10900,Cancellation Request,High,Pending,1,10
TKT-201619,CUST-10901,Speed Problem,Low,Resolved,2,3
TKT-201620,CUST-10901,Login Issue,High,Escalated,6,3
TKT-201621,CUST-10901,Cancellation Request,Medium,Closed,1,6
TKT-201622,CUST-10902,Billing Issue,Medium,Resolved,3,3
TKT-201623,CUST-10902,Billing Issue,Medium,Resolved,6,4
TKT-201624,CUST-10902,Billing Issue,Medium,Resolved,5,4
TKT-201625,CUST-10904,Billing Issue,Low,Resolved,10,2
TKT-201626,CUST-10904,Account Issue,Low,Pending,1,6
TKT-201627,CUST-10904,Technical Problem,Low,Resolved,6,7
TKT-201628,CUST-10905,Account Issue,Medium,Escalated,6,8
TKT-201629,CUST-10905,Feature Request,Low,Escalated,8,9
TKT-201630,CUST-10905,Service Outage,Low,Pending,13,8
TKT-201631,CUST-10905,Cancellation Request,Medium,Pending,5,4
TKT-201632,CUST-10908,Login Issue,High,Resolved,7,8
TKT-201633,CUST-10909,Service Outage,High,Closed,7,7
TKT-201634,CUST-10909,Cancellation Request,High,Pending,5,3
TKT-201635,CUST-10909,Cancellation Request,High,Pending,9,5
TKT-201636,CUST-10910,Speed Problem,Medium,Escalated,1,7
TKT-201637,CUST-10911,Cancellation Request,High,Resolved,5,3
TKT-201638,CUST-10911,Cancellation Request,Low,Escalated,2,9
TKT-201639,CUST-10912,Billing Issue,High,Closed,4,2
TKT-201640,CUST-10912,Cancellation Request,Low,Pending,1,5
TKT-201641,CUST-10913,Login Issue,High,Pending,1,3
TKT-201642,CUST-10914,Billing Issue,High,Pending,9,1
TKT-201643,CUST-10914,Speed Problem,High,Pending,2,10
TKT-201644,CUST-10915,Speed Problem,Low,Resolved,9,2
TKT-201645,CUST-10915,Feature Request,Low,Escalated,9,2
TKT-201646,CUST-10915,Technical Problem,Low,Resolved,1,6
TKT-201647,CUST-10915,Billing Issue,Low,Pending,14,7
TKT-201648,CUST-10916,Account Issue,High,Resolved,6,4
TKT-201649,CUST-10917,Technical Problem,High,Escalated,2,7
TKT-201650,CUST-10918,Login Issue,Medium,Escalated,13,9
TKT-201651,CUST-10920,Feature Request,Low,Resolved,10,4
TKT-201652,CUST-10920,Speed Problem,High,Pending,14,7
TKT-201653,CUST-10921,Login Issue,Medium,Pending,9,2
TKT-201654,CUST-10922,Feature Request,High,Pending,13,8
TKT-201655,CUST-10923,Feature Request,High,Escalated,6,4
TKT-201656,CUST-10923,Login Issue,Low,Resolved,6,10
TKT-201657,CUST-10923,Billing Issue,Low,Resolved,5,1
TKT-201658,CUST-10923,Speed Problem,High,Closed,3,8
TKT-201659,CUST-10924,Feature Request,High,Pending,6,2
TKT-201660,CUST-10924,Service Outage,Medium,Escalated,7,9
TKT-201661,CUST-10925,Cancellation Request,Medium,Pending,12,10
TKT-201662,CUST-10926,Feature Request,Low,Closed,4,7
TKT-201663,CUST-10926,Cancellation Request,High,Resolved,14,8
TKT-201664,CUST-10927,Speed Problem,Low,Pending,5,2
TKT-201665,CUST-10927,Service Outage,Low,Closed,13,9
TKT-201666,CUST-10927,Service Outage,Medium,Closed,6,5
TKT-201667,CUST-10928,Billing Issue,Low,Pending,12,2
TKT-201668,CUST-10928,Feature Request,High,Closed,11,6
TKT-201669,CUST-10928,Login Issue,Medium,Closed,8,1
TKT-201670,CUST-10930,Cancellation Request,Medium,Escalated,13,3
TKT-201671,CUST-10931,Login Issue,Medium,Pending,12,5
TKT-201672,CUST-10932,Login Issue,Low,Resolved,9,2
TKT-201673,CUST-10932,Account Issue,Low,Pending,4,3
TKT-201674,CUST-10932,Account Issue,Medium,Pending,4,9
TKT-201675,CUST-10932,Service Outage,Medium,Pending,9,10
TKT-201676,CUST-10934,Speed Problem,Low,Pending,3,8
TKT-201677,CUST-10934,Billing Issue,High,Closed,7,3
TKT-201678,CUST-10935,Feature Request,Medium,Resolved,1,8
TKT-201679,CUST-10935,Service Outage,High,Closed,13,10
TKT-201680,CUST-10936,Login Issue,High,Escalated,12,5
TKT-201681,CUST-10937,Technical Problem,High,Pending,1,4
TKT-201682,CUST-10939,Account Issue,Low,Closed,8,1
TKT-201683,CUST-10939,Technical Problem,Medium,Pending,10,8
TKT-201684,CUST-10939,Account Issue,High,Closed,9,7
TKT-201685,CUST-10939,Feature Request,Low,Pending,13,4
TKT-201686,CUST-10942,Cancellation Request,Medium,Pending,8,5
TKT-201687,CUST-10942,Service Outage,Medium,Resolved,12,6
TKT-201688,CUST-10942,Login Issue,Medium,Pending,11,4
TKT-201689,CUST-10944,Technical Problem,Low,Resolved,2,1
TKT-201690,CUST-10944,Speed Problem,High,Escalated,9,7
TKT-201691,CUST-10944,Account Issue,High,Closed,2,1
TKT-201692,CUST-10946,Technical Problem,High,Pending,14,1
TKT-201693,CUST-10946,Account Issue,High,Closed,9,4
TKT-201694,CUST-10946,Service Outage,Low,Escalated,3,4
TKT-201695,CUST-10946,Login Issue,High,Escalated,7,8
TKT-201696,CUST-10948,Account Issue,Low,Closed,5,2
TKT-201697,CUST-10948,Speed Problem,High,Pending,5,2
TKT-201698,CUST-10950,Cancellation Request,High,Pending,2,10
TKT-201699,CUST-10950,Feature Request,Medium,Pending,10,5
TKT-201700,CUST-10950,Login Issue,Low,Pending,10,2
TKT-201701,CUST-10951,Login Issue,Low,Resolved,3,5
TKT-201702,CUST-10951,Technical Problem,High,Resolved,5,6
TKT-201703,CUST-10951,Cancellation Request,High,Resolved,3,3
TKT-201704,CUST-10952,Cancellation Request,Medium,Resolved,4,5
TKT-201705,CUST-10952,Billing Issue,High,Resolved,7,3
TKT-201706,CUST-10953,Feature Request,High,Closed,13,2
TKT-201707,CUST-10954,Service Outage,High,Closed,6,9
TKT-201708,CUST-10955,Billing Issue,High,Resolved,4,6
TKT-201709,CUST-10956,Account Issue,Low,Resolved,6,9
TKT-201710,CUST-10956,Billing Issue,Medium,Escalated,10,4
TKT-201711,CUST-10956,Login Issue,Medium,Resolved,6,10
TKT-201712,CUST-10956,Billing Issue,High,Resolved,2,7
TKT-201713,CUST-10957,Account Issue,High,Pending,10,1
TKT-201714,CUST-10959,Billing Issue,Low,Escalated,10,3
TKT-201715,CUST-10960,Technical Problem,Medium,Closed,4,7
TKT-201716,CUST-10960,Technical Problem,Medium,Closed,10,3
TKT-201717,CUST-10961,Billing Issue,High,Resolved,12,6
TKT-201718,CUST-10961,Speed Problem,Medium,Escalated,4,6
TKT-201719,CUST-10961,Account Issue,Medium,Resolved,7,2
TKT-201720,CUST-10961,Account Issue,High,Closed,3,5
TKT-201721,CUST-10962,Feature Request,Medium,Escalated,12,2
TKT-201722,CUST-10963,Billing Issue,High,Closed,11,3
TKT-201723,CUST-10963,Billing Issue,Medium,Pending,13,1
TKT-201724,CUST-10965,Account Issue,Low,Pending,3,6
TKT-201725,CUST-10965,Account Issue,Medium,Closed,6,4
TKT-201726,CUST-10965,Speed Problem,Low,Pending,11,2
TKT-201727,CUST-10966,Login Issue,Low,Pending,14,9
TKT-201728,CUST-10967,Billing Issue,Medium,Resolved,9,5
TKT-201729,CUST-10967,Technical Problem,High,Closed,6,4
TKT-201730,CUST-10968,Feature Request,Low,Pending,10,10
TKT-201731,CUST-10969,Technical Problem,Low,Resolved,1,1
TKT-201732,CUST-10969,Feature Request,Low,Resolved,7,10
TKT-201733,CUST-10970,Service Outage,Low,Closed,13,10
TKT-201734,CUST-10971,Feature Request,High,Pending,14,8
TKT-201735,CUST-10971,Billing Issue,Medium,Pending,8,1
TKT-201736,CUST-10971,Service Outage,High,Resolved,13,1
TKT-201737,CUST-10973,Billing Issue,Low,Pending,5,10
TKT-201738,CUST-10974,Login Issue,Medium,Resolved,8,9
TKT-201739,CUST-10974,Cancellation Request,Medium,Escalated,14,3
TKT-201740,CUST-10974,Feature Request,Low,Pending,5,3
TKT-201741,CUST-10975,Account Issue,Medium,Closed,6,5
TKT-201742,CUST-10975,Cancellation Request,Low,Escalated,11,9
TKT-201743,CUST-10975,Feature Request,High,Escalated,8,7
TKT-201744,CUST-10977,Login Issue,Medium,Resolved,8,4
TKT-201745,CUST-10979,Account Issue,Low,Closed,6,7
TKT-201746,CUST-10979,Technical Problem,High,Escalated,6,10
TKT-201747,CUST-10979,Service Outage,Low,Resolved,14,9
TKT-201748,CUST-10981,Feature Request,Low,Closed,9,6
TKT-201749,CUST-10981,Account Issue,Medium,Resolved,2,4
TKT-201750,CUST-10981,Speed Problem,Medium,Pending,10,3
TKT-201751,CUST-10982,Technical Problem,Medium,Pending,1,10
TKT-201752,CUST-10983,Service Outage,High,Escalated,2,2
TKT-201753,CUST-10984,Speed Problem,Low,Resolved,8,2
TKT-201754,CUST-10984,Cancellation Request,Medium,Escalated,11,6
TKT-201755,CUST-10984,Account Issue,Low,Pending,10,4
TKT-201756,CUST-10984,Technical Problem,Low,Pending,7,9
TKT-201757,CUST-10985,Billing Issue,Medium,Pending,1,3
TKT-201758,CUST-10985,Speed Problem,High,Closed,13,6
TKT-201759,CUST-10987,Feature Request,Low,Closed,9,5
TKT-201760,CUST-10987,Account Issue,High,Closed,3,5
TKT-201761,CUST-10987,Service Outage,High,Pending,4,7
TKT-201762,CUST-10988,Billing Issue,High,Resolved,13,10
TKT-201763,CUST-10988,Feature Request,Medium,Escalated,11,10
TKT-201764,CUST-10988,Cancellation Request,Medium,Pending,8,6
TKT-201765,CUST-10990,Billing Issue,High,Resolved,2,10
TKT-201766,CUST-10991,Account Issue,Medium,Pending,1,5
TKT-201767,CUST-10991,Billing Issue,Low,Closed,13,5
TKT-201768,CUST-10991,Speed Problem,Low,Closed,6,4
TKT-201769,CUST-10992,Technical Problem,Medium,Resolved,2,8
TKT-201770,CUST-10992,Technical Problem,Medium,Escalated,11,10
TKT-201771,CUST-10992,Billing Issue,High,Resolved,5,3
TKT-201772,CUST-10993,Account Issue,Medium,Escalated,11,5
TKT-201773,CUST-10993,Technical Problem,Low,Escalated,14,10
TKT-201774,CUST-10994,Billing Issue,Medium,Escalated,3,2
TKT-201775,CUST-10994,Login Issue,High,Escalated,1,3
TKT-201776,CUST-10995,Login Issue,Medium,Pending,5,8
TKT-201777,CUST-10996,Login Issue,High,Escalated,1,2
TKT-201778,CUST-10997,Speed Problem,Low,Escalated,11,4
TKT-201779,CUST-10998,Speed Problem,Low,Resolved,12,10
TKT-201780,CUST-10998,Billing Issue,High,Escalated,12,5
TKT-201781,CUST-10998,Technical Problem,Medium,Resolved,3,3
TKT-201782,CUST-10999,Technical Problem,High,Escalated,10,5
TKT-201783,CUST-10999,Feature Request,High,Escalated,1,1
TKT-201784,CUST-11000,Cancellation Request,Medium,Resolved,2,8
TKT-201785,CUST-11001,Billing Issue,Low,Resolved,3,9
TKT-201786,CUST-11001,Service Outage,High,Escalated,3,4
TKT-201787,CUST-11001,Login Issue,Low,Resolved,3,7
TKT-201788,CUST-11002,Technical Problem,High,Pending,8,7
TKT-201789,CUST-11003,Account Issue,Low,Resolved,6,9
TKT-201790,CUST-11004,Speed Problem,High,Escalated,3,10
TKT-201791,CUST-11006,Speed Problem,Medium,Closed,14,4
TKT-201792,CUST-11006,Cancellation Request,Low,Escalated,2,7
TKT-201793,CUST-11007,Account Issue,Low,Resolved,1,7
TKT-201794,CUST-11007,Billing Issue,Medium,Escalated,8,3
TKT-201795,CUST-11007,Cancellation Request,High,Resolved,7,7
TKT-201796,CUST-11007,Cancellation Request,Low,Pending,6,7
TKT-201797,CUST-11008,Feature Request,Low,Closed,9,8
TKT-201798,CUST-11010,Technical Problem,Low,Pending,12,10
TKT-201799,CUST-11010,Cancellation Request,Medium,Resolved,13,2
TKT-201800,CUST-11010,Technical Problem,Medium,Escalated,7,7
TKT-201801,CUST-11010,Login Issue,Medium,Closed,12,7
TKT-201802,CUST-11011,Speed Problem,Medium,Resolved,4,1
TKT-201803,CUST-11011,Feature Request,Low,Escalated,3,9
TKT-201804,CUST-11011,Login Issue,Low,Escalated,5,9
TKT-201805,CUST-11012,Speed Problem,Low,Pending,10,10
TKT-201806,CUST-11012,Billing Issue,Medium,Pending,6,4
TKT-201807,CUST-11013,Feature Request,Medium,Resolved,9,8
TKT-201808,CUST-11013,Service Outage,Medium,Pending,11,2
TKT-201809,CUST-11013,Account Issue,High,Escalated,10,8
TKT-201810,CUST-11013,Feature Request,Low,Closed,10,1
TKT-201811,CUST-11015,Technical Problem,Low,Resolved,9,10
TKT-201812,CUST-11016,Feature Request,Low,Pending,13,2
TKT-201813,CUST-11016,Speed Problem,Low,Pending,14,9
TKT-201814,CUST-11016,Feature Request,Medium,Escalated,11,10
TKT-201815,CUST-11016,Billing Issue,Medium,Closed,3,9
TKT-201816,CUST-11017,Billing Issue,High,Closed,7,3
TKT-201817,CUST-11017,Service Outage,Medium,Pending,14,2
TKT-201818,CUST-11017,Cancellation Request,Low,Pending,3,7
TKT-201819,CUST-11018,Technical Problem,Medium,Escalated,9,8
TKT-201820,CUST-11018,Cancellation Request,High,Closed,3,10
TKT-201821,CUST-11019,Cancellation Request,High,Escalated,8,2
TKT-201822,CUST-11019,Cancellation Request,High,Pending,2,2
TKT-201823,CUST-11020,Cancellation Request,Low,Pending,5,6
TKT-201824,CUST-11021,Speed Problem,Medium,Escalated,1,7
TKT-201825,CUST-11021,Speed Problem,Low,Pending,13,6
TKT-201826,CUST-11022,Account Issue,Low,Resolved,12,2
TKT-201827,CUST-11022,Technical Problem,Low,Escalated,14,3
TKT-201828,CUST-11022,Account Issue,High,Resolved,11,8
TKT-201829,CUST-11022,Service Outage,High,Pending,10,4
TKT-201830,CUST-11022,Login Issue,Medium,Resolved,8,6
TKT-201831,CUST-11023,Cancellation Request,High,Resolved,7,10
TKT-201832,CUST-11023,Feature Request,Medium,Resolved,8,6
TKT-201833,CUST-11023,Cancellation Request,Medium,Pending,7,2
TKT-201834,CUST-11024,Cancellation Request,High,Resolved,14,6
TKT-201835,CUST-11024,Cancellation Request,High,Escalated,2,2
TKT-201836,CUST-11024,Login Issue,High,Pending,3,6
TKT-201837,CUST-11024,Technical Problem,High,Resolved,12,8
TKT-201838,CUST-11024,Login Issue,High,Closed,7,4
TKT-201839,CUST-11026,Billing Issue,Low,Escalated,8,9
TKT-201840,CUST-11026,Feature Request,Medium,Pending,3,7
TKT-201841,CUST-11027,Cancellation Request,High,Closed,8,9
TKT-201842,CUST-11027,Service Outage,High,Closed,1,7
TKT-201843,CUST-11027,Login Issue,Medium,Closed,9,4
TKT-201844,CUST-11028,Feature Request,Medium,Resolved,2,6
TKT-201845,CUST-11028,Cancellation Request,High,Escalated,6,5
TKT-201846,CUST-11028,Login Issue,High,Closed,10,2
TKT-201847,CUST-11029,Login Issue,Low,Pending,6,4
TKT-201848,CUST-11030,Service Outage,Medium,Closed,5,10
TKT-201849,CUST-11031,Feature Request,High,Pending,3,5
TKT-201850,CUST-11031,Service Outage,High,Pending,14,4
TKT-201851,CUST-11031,Technical Problem,High,Resolved,5,8
TKT-201852,CUST-11033,Login Issue,Medium,Escalated,14,6
TKT-201853,CUST-11033,Feature Request,Medium,Resolved,11,8
TKT-201854,CUST-11033,Billing Issue,High,Resolved,7,4
TKT-201855,CUST-11035,Billing Issue,Medium,Resolved,2,9
TKT-201856,CUST-11035,Technical Problem,Low,Pending,11,6
TKT-201857,CUST-11035,Technical Problem,High,Resolved,7,3
TKT-201858,CUST-11036,Service Outage,High,Resolved,5,5
TKT-201859,CUST-11036,Account Issue,Medium,Resolved,10,1
TKT-201860,CUST-11036,Service Outage,Medium,Pending,14,5
TKT-201861,CUST-11037,Cancellation Request,Low,Resolved,14,8
TKT-201862,CUST-11040,Speed Problem,Medium,Resolved,13,3
TKT-201863,CUST-11040,Technical Problem,Medium,Closed,1,6
TKT-201864,CUST-11040,Login Issue,Low,Resolved,6,7
TKT-201865,CUST-11040,Account Issue,Low,Closed,11,5
TKT-201866,CUST-11041,Account Issue,Medium,Escalated,6,6
TKT-201867,CUST-11042,Feature Request,Low,Resolved,2,10
TKT-201868,CUST-11042,Feature Request,High,Pending,5,1
TKT-201869,CUST-11042,Technical Problem,Low,Pending,3,7
TKT-201870,CUST-11042,Billing Issue,Low,Pending,14,3
TKT-201871,CUST-11042,Login Issue,High,Escalated,9,6
TKT-201872,CUST-11043,Service Outage,Medium,Pending,13,6
TKT-201873,CUST-11044,Login Issue,Medium,Pending,8,9
TKT-201874,CUST-11044,Speed Problem,High,Escalated,6,8
TKT-201875,CUST-11044,Service Outage,Low,Pending,11,5
TKT-201876,CUST-11045,Feature Request,Low,Pending,2,5
TKT-201877,CUST-11045,Technical Problem,Low,Resolved,13,1
TKT-201878,CUST-11046,Speed Problem,Medium,Resolved,3,2
TKT-201879,CUST-11047,Login Issue,Low,Escalated,1,9
TKT-201880,CUST-11047,Billing Issue,Medium,Resolved,3,4
TKT-201881,CUST-11048,Cancellation Request,High,Closed,12,1
TKT-201882,CUST-11050,Feature Request,Medium,Resolved,14,1
TKT-201883,CUST-11050,Billing Issue,Low,Resolved,8,3
TKT-201884,CUST-11050,Technical Problem,Low,Pending,6,6
TKT-201885,CUST-11051,Billing Issue,Low,Pending,5,5
TKT-201886,CUST-11051,Login Issue,Low,Escalated,5,10
TKT-201887,CUST-11052,Feature Request,High,Pending,10,4
TKT-201888,CUST-11052,Login Issue,High,Closed,6,1
TKT-201889,CUST-11052,Account Issue,Medium,Escalated,1,8
TKT-201890,CUST-11053,Feature Request,Medium,Pending,14,9
TKT-201891,CUST-11054,Login Issue,Low,Closed,10,9
TKT-201892,CUST-11055,Login Issue,Medium,Pending,9,5
TKT-201893,CUST-11055,Billing Issue,Medium,Resolved,2,8
TKT-201894,CUST-11056,Cancellation Request,Medium,Pending,7,5
TKT-201895,CUST-11056,Speed Problem,Medium,Pending,3,6
TKT-201896,CUST-11057,Speed Problem,Medium,Pending,7,9
TKT-201897,CUST-11057,Billing Issue,Low,Resolved,12,10
TKT-201898,CUST-11057,Billing Issue,Low,Pending,1,4
TKT-201899,CUST-11058,Account Issue,Medium,Resolved,3,7
TKT-201900,CUST-11060,Billing Issue,Medium,Escalated,7,10
TKT-201901,CUST-11061,Service Outage,Low,Resolved,3,9
TKT-201902,CUST-11061,Service Outage,Medium,Closed,9,1
TKT-201903,CUST-11062,Technical Problem,Medium,Resolved,7,3
TKT-201904,CUST-11063,Account Issue,Low,Pending,8,10
TKT-201905,CUST-11063,Cancellation Request,Medium,Escalated,14,7
TKT-201906,CUST-11063,Service Outage,High,Closed,6,7
TKT-201907,CUST-11064,Cancellation Request,Medium,Closed,12,6
TKT-201908,CUST-11064,Login Issue,Low,Pending,5,1
TKT-201909,CUST-11065,Speed Problem,High,Resolved,5,5
TKT-201910,CUST-11066,Service Outage,Low,Pending,2,5
TKT-201911,CUST-11068,Service Outage,Low,Closed,10,8
TKT-201912,CUST-11069,Service Outage,High,Resolved,10,6
TKT-201913,CUST-11069,Account Issue,Low,Pending,11,6
TKT-201914,CUST-11069,Service Outage,Medium,Escalated,12,1
TKT-201915,CUST-11069,Feature Request,Medium,Escalated,8,3
TKT-201916,CUST-11071,Speed Problem,Medium,Escalated,8,8
TKT-201917,CUST-11071,Login Issue,Medium,Resolved,9,4
TKT-201918,CUST-11072,Service Outage,Low,Resolved,3,7
TKT-201919,CUST-11073,Account Issue,Low,Escalated,3,1
TKT-201920,CUST-11073,Speed Problem,Medium,Resolved,14,9
TKT-201921,CUST-11073,Cancellation Request,High,Closed,5,9
TKT-201922,CUST-11073,Speed Problem,Medium,Escalated,11,1
TKT-201923,CUST-11074,Speed Problem,Medium,Pending,8,6
TKT-201924,CUST-11074,Feature Request,Low,Resolved,6,4
TKT-201925,CUST-11075,Technical Problem,High,Escalated,9,4
TKT-201926,CUST-11075,Account Issue,Medium,Pending,10,3
TKT-201927,CUST-11076,Feature Request,Medium,Closed,2,4
TKT-201928,CUST-11076,Billing Issue,High,Resolved,13,1
TKT-201929,CUST-11077,Login Issue,Medium,Pending,2,2
TKT-201930,CUST-11078,Feature Request,High,Closed,8,3
TKT-201931,CUST-11079,Cancellation Request,High,Pending,7,10
TKT-201932,CUST-11079,Login Issue,High,Escalated,4,4
TKT-201933,CUST-11080,Technical Problem,High,Closed,3,2
TKT-201934,CUST-11080,Service Outage,Medium,Escalated,8,5
TKT-201935,CUST-11080,Billing Issue,High,Pending,1,5
TKT-201936,CUST-11082,Account Issue,Medium,Escalated,10,8
TKT-201937,CUST-11082,Technical Problem,Low,Escalated,6,9
TKT-201938,CUST-11083,Account Issue,Low,Closed,12,10
TKT-201939,CUST-11083,Technical Problem,Low,Pending,4,10
TKT-201940,CUST-11083,Service Outage,Low,Resolved,14,10
TKT-201941,CUST-11085,Account Issue,Medium,Resolved,7,8
TKT-201942,CUST-11086,Technical Problem,Medium,Pending,10,9
TKT-201943,CUST-11086,Technical Problem,High,Pending,11,8
TKT-201944,CUST-11086,Feature Request,Medium,Pending,5,10
TKT-201945,CUST-11086,Billing Issue,Low,Resolved,1,3
TKT-201946,CUST-11088,Billing Issue,Low,Pending,7,4
TKT-201947,CUST-11088,Technical Problem,Low,Closed,2,8
TKT-201948,CUST-11089,Feature Request,Medium,Resolved,13,1
TKT-201949,CUST-11092,Speed Problem,Low,Pending,12,9
TKT-201950,CUST-11092,Speed Problem,Low,Pending,4,4
TKT-201951,CUST-11093,Login Issue,Low,Pending,3,5
TKT-201952,CUST-11094,Cancellation Request,Medium,Closed,11,7
TKT-201953,CUST-11094,Billing Issue,Low,Resolved,8,9
TKT-201954,CUST-11094,Billing Issue,Medium,Resolved,9,7
TKT-201955,CUST-11095,Feature Request,Low,Escalated,5,9
TKT-201956,CUST-11095,Login Issue,Low,Resolved,5,4
TKT-201957,CUST-11095,Speed Problem,Low,Escalated,7,7
TKT-201958,CUST-11095,Speed Problem,High,Closed,4,8
TKT-201959,CUST-11098,Speed Problem,Medium,Escalated,9,5
TKT-201960,CUST-11100,Technical Problem,Medium,Escalated,7,9
TKT-201961,CUST-11100,Speed Problem,Medium,Closed,2,6
TKT-201962,CUST-11100,Speed Problem,Low,Pending,4,4
TKT-201963,CUST-11101,Technical Problem,Low,Resolved,13,5
TKT-201964,CUST-11102,Technical Problem,Low,Escalated,3,4
TKT-201965,CUST-11102,Account Issue,Low,Escalated,2,3
TKT-201966,CUST-11105,Feature Request,Low,Resolved,3,5
TKT-201967,CUST-11105,Cancellation Request,High,Pending,5,2
TKT-201968,CUST-11106,Login Issue,Medium,Closed,11,6
TKT-201969,CUST-11106,Cancellation Request,High,Resolved,5,8
TKT-201970,CUST-11107,Account Issue,High,Closed,1,3
TKT-201971,CUST-11108,Billing Issue,High,Closed,6,6
TKT-201972,CUST-11108,Service Outage,Low,Pending,6,3
TKT-201973,CUST-11108,Billing Issue,Low,Pending,6,8
TKT-201974,CUST-11109,Account Issue,Low,Pending,10,3
TKT-201975,CUST-11109,Service Outage,High,Resolved,14,9
TKT-201976,CUST-11109,Speed Problem,Low,Escalated,10,1
TKT-201977,CUST-11109,Feature Request,High,Resolved,13,1
TKT-201978,CUST-11110,Service Outage,High,Closed,14,9
TKT-201979,CUST-11111,Feature Request,Low,Escalated,12,9
TKT-201980,CUST-11112,Cancellation Request,High,Pending,10,7
TKT-201981,CUST-11113,Feature Request,Medium,Escalated,14,3
TKT-201982,CUST-11113,Account Issue,High,Closed,2,10
